1,20,41,0.002481,0
1,20,42,0.003708,0
1,21,41,0.004128,0
1,21,42,0.009213,0
1,21,43,0.006646,0
1,22,41,0.001446,0
1,22,42,0.003424,0
1,22,43,0.002759,0
2,20,41,0.126532,0
2,20,42,0.189145,0
2,21,41,0.210548,0
2,21,42,0.469931,0
2,21,43,0.338983,0
2,22,41,0.073741,0
2,22,42,0.174671,0
2,22,43,0.140752,0
3,17,41,0.001636,0
3,17,42,0.005610,0
3,17,43,0.006912,0
3,18,40,0.000893,0
3,18,41,0.013709,0
3,18,42,0.040675,0
3,18,43,0.052052,0
3,18,44,0.011526,0
3,19,40,0.014643,0
3,19,41,0.061030,0
3,19,42,0.105427,0
3,19,43,0.161632,0
3,19,44,0.188898,0
3,20,39,0.051554,0
3,20,40,0.114010,0
3,20,41,0.191894,0
3,20,42,0.264293,0
3,20,43,0.308265,0
3,20,44,0.403887,0
3,20,45,0.444312,0
3,20,46,0.017086,0
3,21,37,0.095660,0
3,21,38,0.144409,0
3,21,39,0.194103,0
3,21,40,0.246054,0
3,21,41,0.337271,0
3,21,42,0.448456,0
3,21,43,0.505668,0
3,21,44,0.541266,0
3,21,45,0.597706,0
3,21,46,0.022985,0
3,22,37,0.228331,0
3,22,38,0.313116,0
3,22,39,0.350578,0
3,22,40,0.383029,0
3,22,41,0.430740,0
3,22,42,0.493820,0
3,22,43,0.547101,0
3,22,44,0.590834,0
3,22,45,0.613478,0
3,22,46,0.023592,0
3,23,37,0.361389,0
3,23,38,0.465360,0
3,23,39,0.482815,0
3,23,40,0.488519,0
3,23,41,0.492083,0
3,23,42,0.503565,0
3,23,43,0.527278,0
3,23,44,0.509911,0
3,23,45,0.253531,0
3,23,46,0.009750,0
3,24,37,0.215238,0
3,24,38,0.271637,0
3,24,39,0.274814,0
3,24,40,0.400685,0
3,24,41,0.496657,0
3,24,42,0.473828,0
3,24,43,0.464620,0
3,24,44,0.393678,0
3,25,40,0.238354,0
3,25,41,0.369191,0
3,25,42,0.263692,0
3,25,43,0.248797,0
3,25,44,0.205562,0
3,26,40,0.163134,0
3,26,41,0.171428,0
3,27,40,0.069868,0
3,27,41,0.073420,0
4,16,41,0.003007,0
4,16,42,0.011716,0
4,16,43,0.015772,0
4,17,41,0.007049,0
4,17,42,0.046590,0
4,17,43,0.068229,0
4,17,44,0.015630,0
4,18,42,0.049245,0
4,18,43,0.102587,0
4,18,44,0.113837,0
4,18,45,0.017428,0
4,18,46,0.000670,0
4,19,41,0.047431,0
4,19,42,0.131679,0
4,19,43,0.220737,0
4,19,44,0.302119,0
4,19,45,0.285635,0
4,19,46,0.010984,0
4,20,39,0.000699,0
4,20,40,0.080674,0
4,20,41,0.170863,0
4,20,42,0.273232,0
4,20,43,0.389306,0
4,20,44,0.512011,0
4,20,45,0.602305,0
4,20,46,0.467960,0
4,20,47,0.060703,0
4,21,36,0.006789,0
4,21,37,0.060680,0
4,21,38,0.108199,0
4,21,39,0.163572,0
4,21,40,0.229304,0
4,21,41,0.309096,0
4,21,42,0.408876,0
4,21,43,0.527185,0
4,21,44,0.651445,0
4,21,45,0.744750,0
4,21,46,0.595709,0
4,21,47,0.077390,0
4,22,32,0.006092,0
4,22,33,0.023256,0
4,22,34,0.036929,0
4,22,35,0.066982,0
4,22,36,0.109283,0
4,22,37,0.227571,0
4,22,38,0.292145,0
4,22,39,0.332189,0
4,22,40,0.369708,0
4,22,41,0.419422,0
4,22,42,0.491823,0
4,22,43,0.585047,0
4,22,44,0.683387,0
4,22,45,0.749963,0
4,22,46,0.584423,0
4,22,47,0.075822,0
4,23,32,0.003737,0
4,23,33,0.038687,0
4,23,34,0.146786,0
4,23,35,0.178078,0
4,23,36,0.222949,0
4,23,37,0.383978,0
4,23,38,0.445697,0
4,23,39,0.459043,0
4,23,40,0.459231,0
4,23,41,0.467312,0
4,23,42,0.498752,0
4,23,43,0.553512,0
4,23,44,0.600784,0
4,23,45,0.544630,0
4,23,46,0.246799,0
4,23,47,0.030823,0
4,24,33,0.054898,0
4,24,34,0.276487,0
4,24,35,0.283183,0
4,24,36,0.305776,0
4,24,37,0.401323,0
4,24,38,0.428990,0
4,24,39,0.414794,0
4,24,40,0.426132,0
4,24,41,0.434590,0
4,24,42,0.427733,0
4,24,43,0.449846,0
4,24,44,0.464341,0
4,24,45,0.348081,0
4,24,46,0.013386,0
4,25,33,0.042142,0
4,25,34,0.210675,0
4,25,35,0.202149,0
4,25,36,0.204504,0
4,25,37,0.211564,0
4,25,38,0.283349,0
4,25,39,0.280861,0
4,25,40,0.308554,0
4,25,41,0.307623,0
4,25,42,0.257225,0
4,25,43,0.268573,0
4,25,44,0.280035,0
4,25,45,0.174364,0
4,25,46,0.006705,0
4,26,38,0.159777,0
4,26,39,0.186178,0
4,26,40,0.179191,0
4,26,41,0.126748,0
4,26,42,0.047500,0
4,26,43,0.064532,0
4,26,44,0.084890,0
4,27,38,0.082956,0
4,27,39,0.080706,0
4,27,40,0.039595,0
4,28,38,0.026365,0
4,28,39,0.006732,0
5,14,24,0.000566,0
5,14,25,0.009997,0
5,14,26,0.015923,0
5,14,27,0.022875,0
5,14,28,0.029247,0
5,14,29,0.013232,0
5,15,23,0.000341,0
5,15,24,0.003140,0
5,15,25,0.017384,0
5,15,26,0.025023,0
5,15,27,0.035722,0
5,15,28,0.049326,0
5,15,29,0.028321,0
5,15,30,0.004795,0
5,16,22,0.001710,0
5,16,23,0.003877,0
5,16,24,0.003530,0
5,16,29,0.006178,0
5,16,30,0.006759,0
5,16,42,0.016724,0
5,16,43,0.029342,0
5,16,44,0.028344,0
5,16,45,0.031650,0
5,16,46,0.001217,0
5,17,22,0.013529,0
5,17,23,0.015487,0
5,17,42,0.066767,0
5,17,43,0.121347,0
5,17,44,0.125706,0
5,17,45,0.132635,0
5,17,46,0.005101,0
5,18,20,0.015291,0
5,18,21,0.041948,0
5,18,22,0.051418,0
5,18,23,0.031908,0
5,18,33,0.000215,0
5,18,34,0.000749,0
5,18,42,0.070143,0
5,18,43,0.147875,0
5,18,44,0.200889,0
5,18,45,0.178420,0
5,18,46,0.024462,0
5,18,47,0.002402,0
5,19,20,0.028500,0
5,19,21,0.069917,0
5,19,22,0.071092,0
5,19,23,0.038773,0
5,19,29,0.015175,0
5,19,30,0.017397,0
5,19,33,0.003529,0
5,19,34,0.012269,0
5,19,41,0.046263,0
5,19,42,0.159146,0
5,19,43,0.265030,0
5,19,44,0.358260,0
5,19,45,0.421535,0
5,19,46,0.304672,0
5,19,47,0.039367,0
5,20,20,0.003810,0
5,20,21,0.030551,0
5,20,22,0.064377,0
5,20,23,0.031850,0
5,20,28,0.029708,0
5,20,29,0.023888,0
5,20,30,0.002429,0
5,20,32,0.006693,0
5,20,33,0.016474,0
5,20,40,0.055390,0
5,20,41,0.162820,0
5,20,42,0.286749,0
5,20,43,0.414181,0
5,20,44,0.527973,0
5,20,45,0.609846,0
5,20,46,0.625919,0
5,20,47,0.082221,0
5,21,21,0.005529,0
5,21,22,0.014309,0
5,21,23,0.006960,0
5,21,28,0.008664,0
5,21,29,0.005634,0
5,21,32,0.003944,0
5,21,33,0.005748,0
5,21,37,0.033269,0
5,21,38,0.078839,0
5,21,39,0.128260,0
5,21,40,0.190498,0
5,21,41,0.276969,0
5,21,42,0.389832,0
5,21,43,0.515743,0
5,21,44,0.629844,0
5,21,45,0.707819,0
5,21,46,0.733106,0
5,21,47,0.096335,0
5,22,31,0.020667,0
5,22,32,0.049544,0
5,22,33,0.037192,0
5,22,34,0.024637,0
5,22,35,0.048653,0
5,22,36,0.109600,0
5,22,37,0.179795,0
5,22,38,0.234188,0
5,22,39,0.267572,0
5,22,40,0.296937,0
5,22,41,0.346477,0
5,22,42,0.428049,0
5,22,43,0.530989,0
5,22,44,0.628037,0
5,22,45,0.693056,0
5,22,46,0.712663,0
5,22,47,0.093622,0
5,23,31,0.012676,0
5,23,32,0.051550,0
5,23,33,0.105111,0
5,23,34,0.139791,0
5,23,35,0.161240,0
5,23,36,0.222584,0
5,23,37,0.292192,0
5,23,38,0.335998,0
5,23,39,0.344161,0
5,23,40,0.336582,0
5,23,41,0.345173,0
5,23,42,0.389342,0
5,23,43,0.462481,0
5,23,44,0.538289,0
5,23,45,0.584251,0
5,23,46,0.490074,0
5,23,47,0.063816,0
5,24,32,0.049191,0
5,24,33,0.187510,0
5,24,34,0.267583,0
5,24,35,0.255673,0
